Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
2014,September,Hall                                                 ,County,Not Adjusted,"1,192","1,269",77,6.1
2014,December,Hall                                                 ,County,Not Adjusted,"1,156","1,210",54,4.5
2014,March,Hamilton                                             ,County,Not Adjusted,"3,396","3,570",174,4.9
2014,June,Hamilton                                             ,County,Not Adjusted,"3,446","3,631",185,5.1
2014,September,Hamilton                                             ,County,Not Adjusted,"3,401","3,565",164,4.6
2014,December,Hamilton                                             ,County,Not Adjusted,"3,344","3,477",133,3.8
2014,March,Hansford                                             ,County,Not Adjusted,"3,090","3,175",85,2.7
2014,June,Hansford                                             ,County,Not Adjusted,"3,275","3,367",92,2.7
2014,September,Hansford                                             ,County,Not Adjusted,"3,153","3,239",86,2.7
2014,December,Hansford                                             ,County,Not Adjusted,"3,110","3,175",65,2
2014,March,Hardeman                                             ,County,Not Adjusted,"1,553","1,639",86,5.2
2014,June,Hardeman                                             ,County,Not Adjusted,"1,590","1,682",92,5.5
2014,September,Hardeman                                             ,County,Not Adjusted,"1,589","1,666",77,4.6
2014,December,Hardeman                                             ,County,Not Adjusted,"1,524","1,597",73,4.6
2014,March,Hardin                                               ,County,Not Adjusted,"23,529","25,263","1,734",6.9
2014,June,Hardin                                               ,County,Not Adjusted,"23,745","25,419","1,674",6.6
2014,September,Hardin                                               ,County,Not Adjusted,"23,845","25,414","1,569",6.2
2014,December,Hardin                                               ,County,Not Adjusted,"24,026","25,350","1,324",5.2
2014,March,Harris                                               ,County,Not Adjusted,"2,101,913","2,220,098","118,185",5.3
2014,June,Harris                                               ,County,Not Adjusted,"2,108,305","2,228,298","119,993",5.4
2014,September,Harris                                               ,County,Not Adjusted,"2,124,158","2,234,391","110,233",4.9
2014,December,Harris                                               ,County,Not Adjusted,"2,142,332","2,235,865","93,533",4.2
2014,March,Harrison                                             ,County,Not Adjusted,"30,430","32,340","1,910",5.9
2014,June,Harrison                                             ,County,Not Adjusted,"30,379","32,295","1,916",5.9
2014,September,Harrison                                             ,County,Not Adjusted,"30,449","32,180","1,731",5.4
2014,December,Harrison                                             ,County,Not Adjusted,"30,700","32,131","1,431",4.5
2014,March,Hartley                                              ,County,Not Adjusted,"2,851","2,925",74,2.5
2014,June,Hartley                                              ,County,Not Adjusted,"2,907","2,988",81,2.7
2014,September,Hartley                                              ,County,Not Adjusted,"2,831","2,905",74,2.5
2014,December,Hartley                                              ,County,Not Adjusted,"2,764","2,824",60,2.1
2014,March,Haskell                                              ,County,Not Adjusted,"2,573","2,691",118,4.4
2014,June,Haskell                                              ,County,Not Adjusted,"2,611","2,731",120,4.4
2014,September,Haskell                                              ,County,Not Adjusted,"2,598","2,705",107,4
2014,December,Haskell                                              ,County,Not Adjusted,"2,534","2,620",86,3.3
2014,March,Hays                                                 ,County,Not Adjusted,"89,459","93,645","4,186",4.5
2014,June,Hays                                                 ,County,Not Adjusted,"89,814","94,264","4,450",4.7
2014,September,Hays                                                 ,County,Not Adjusted,"90,047","94,056","4,009",4.3
2014,December,Hays                                                 ,County,Not Adjusted,"90,784","94,102","3,318",3.5
2014,March,Hemphill                                             ,County,Not Adjusted,"2,449","2,510",61,2.4
2014,June,Hemphill                                             ,County,Not Adjusted,"2,526","2,594",68,2.6
2014,September,Hemphill                                             ,County,Not Adjusted,"2,522","2,582",60,2.3
2014,December,Hemphill                                             ,County,Not Adjusted,"2,383","2,433",50,2.1
2014,March,Henderson                                            ,County,Not Adjusted,"32,648","34,773","2,125",6.1
2014,June,Henderson                                            ,County,Not Adjusted,"33,055","35,142","2,087",5.9
2014,September,Henderson                                            ,County,Not Adjusted,"32,950","34,836","1,886",5.4
2014,December,Henderson                                            ,County,Not Adjusted,"32,581","34,181","1,600",4.7
2014,March,Hidalgo                                              ,County,Not Adjusted,"302,357","333,912","31,555",9.5
2014,June,Hidalgo                                              ,County,Not Adjusted,"302,397","333,657","31,260",9.4
2014,September,Hidalgo                                              ,County,Not Adjusted,"301,366","328,513","27,147",8.3
2014,December,Hidalgo                                              ,County,Not Adjusted,"305,969","331,976","26,007",7.8
2014,March,Hill                                                 ,County,Not Adjusted,"15,023","15,930",907,5.7
2014,June,Hill                                                 ,County,Not Adjusted,"15,009","15,951",942,5.9
2014,September,Hill                                                 ,County,Not Adjusted,"15,101","15,893",792,5
2014,December,Hill                                                 ,County,Not Adjusted,"14,983","15,641",658,4.2
2014,March,Hockley                                              ,County,Not Adjusted,"11,514","12,015",501,4.2
2014,June,Hockley                                              ,County,Not Adjusted,"11,636","12,163",527,4.3
2014,September,Hockley                                              ,County,Not Adjusted,"11,564","12,020",456,3.8
2014,December,Hockley                                              ,County,Not Adjusted,"11,700","12,062",362,3
2014,March,Hood                                                 ,County,Not Adjusted,"22,892","24,168","1,276",5.3
2014,June,Hood                                                 ,County,Not Adjusted,"23,088","24,381","1,293",5.3
2014,September,Hood                                                 ,County,Not Adjusted,"23,111","24,285","1,174",4.8
2014,December,Hood                                                 ,County,Not Adjusted,"23,213","24,225","1,012",4.2
2014,March,Hopkins                                              ,County,Not Adjusted,"16,720","17,597",877,5
2014,June,Hopkins                                              ,County,Not Adjusted,"16,521","17,403",882,5.1
2014,September,Hopkins                                              ,County,Not Adjusted,"16,958","17,782",824,4.6
2014,December,Hopkins                                              ,County,Not Adjusted,"16,522","17,187",665,3.9
2014,March,Houston                                              ,County,Not Adjusted,"9,096","9,619",523,5.4
2014,June,Houston                                              ,County,Not Adjusted,"9,398","9,929",531,5.3
2014,September,Houston                                              ,County,Not Adjusted,"9,328","9,805",477,4.9
2014,December,Houston                                              ,County,Not Adjusted,"9,358","9,768",410,4.2
2014,March,Howard                                               ,County,Not Adjusted,"12,947","13,602",655,4.8
2014,June,Howard                                               ,County,Not Adjusted,"12,988","13,634",646,4.7
2014,September,Howard                                               ,County,Not Adjusted,"13,040","13,624",584,4.3
2014,December,Howard                                               ,County,Not Adjusted,"13,006","13,477",471,3.5
2014,March,Hudspeth                                             ,County,Not Adjusted,"1,180","1,269",89,7
2014,June,Hudspeth                                             ,County,Not Adjusted,"1,189","1,275",86,6.7
2014,September,Hudspeth                                             ,County,Not Adjusted,"1,167","1,244",77,6.2
2014,December,Hudspeth                                             ,County,Not Adjusted,"1,139","1,204",65,5.4
2014,March,Hunt                                                 ,County,Not Adjusted,"35,850","38,296","2,446",6.4
2014,June,Hunt                                                 ,County,Not Adjusted,"36,174","38,606","2,432",6.3
2014,September,Hunt                                                 ,County,Not Adjusted,"36,441","38,774","2,333",6
2014,December,Hunt                                                 ,County,Not Adjusted,"36,732","38,675","1,943",5
2014,March,Hutchinson                                           ,County,Not Adjusted,"9,703","10,198",495,4.9
2014,June,Hutchinson                                           ,County,Not Adjusted,"10,145","10,645",500,4.7
2014,September,Hutchinson                                           ,County,Not Adjusted,"10,072","10,506",434,4.1
2014,December,Hutchinson                                           ,County,Not Adjusted,"10,398","10,777",379,3.5
2014,March,Irion                                                ,County,Not Adjusted,801,834,33,4
2014,June,Irion                                                ,County,Not Adjusted,808,840,32,3.8
2014,September,Irion                                                ,County,Not Adjusted,807,834,27,3.2
2014,December,Irion                                                ,County,Not Adjusted,789,819,30,3.7
2014,March,Jack                                                 ,County,Not Adjusted,"4,067","4,242",175,4.1
2014,June,Jack                                                 ,County,Not Adjusted,"4,230","4,411",181,4.1
2014,September,Jack                                                 ,County,Not Adjusted,"4,191","4,348",157,3.6
2014,December,Jack                                                 ,County,Not Adjusted,"4,129","4,255",126,3
2014,March,Jackson                                              ,County,Not Adjusted,"7,237","7,568",331,4.4
2014,June,Jackson                                              ,County,Not Adjusted,"7,439","7,771",332,4.3
2014,September,Jackson                                              ,County,Not Adjusted,"7,508","7,797",289,3.7
2014,December,Jackson                                              ,County,Not Adjusted,"7,219","7,463",244,3.3
2014,March,Jasper                                               ,County,Not Adjusted,"13,362","14,653","1,291",8.8
2014,June,Jasper                                               ,County,Not Adjusted,"13,346","14,566","1,220",8.4
2014,September,Jasper                                               ,County,Not Adjusted,"13,298","14,440","1,142",7.9
2014,December,Jasper                                               ,County,Not Adjusted,"13,271","14,278","1,007",7.1
2014,March,Jeff Davis                                           ,County,Not Adjusted,"1,148","1,196",48,4
2014,June,Jeff Davis                                           ,County,Not Adjusted,"1,152","1,194",42,3.5
2014,September,Jeff Davis                                           ,County,Not Adjusted,"1,105","1,143",38,3.3
2014,December,Jeff Davis                                           ,County,Not Adjusted,"1,022","1,058",36,3.4
2014,March,Jefferson                                            ,County,Not Adjusted,"99,858","109,914","10,056",9.1
2014,June,Jefferson                                            ,County,Not Adjusted,"100,778","110,038","9,260",8.4
2014,September,Jefferson                                            ,County,Not Adjusted,"101,216","109,971","8,755",8
2014,December,Jefferson                                            ,County,Not Adjusted,"101,937","109,724","7,787",7.1
2014,March,Jim Hogg                                             ,County,Not Adjusted,"2,064","2,216",152,6.9
2014,June,Jim Hogg                                             ,County,Not Adjusted,"2,103","2,245",142,6.3
2014,September,Jim Hogg                                             ,County,Not Adjusted,"2,084","2,208",124,5.6
2014,December,Jim Hogg                                             ,County,Not Adjusted,"1,909","2,011",102,5.1
2014,March,Jim Wells                                            ,County,Not Adjusted,"18,875","19,994","1,119",5.6
2014,June,Jim Wells                                            ,County,Not Adjusted,"19,004","20,179","1,175",5.8
2014,September,Jim Wells                                            ,County,Not Adjusted,"19,133","20,136","1,003",5
2014,December,Jim Wells                                            ,County,Not Adjusted,"19,165","20,018",853,4.3
2014,March,Johnson                                              ,County,Not Adjusted,"70,095","74,163","4,068",5.5
2014,June,Johnson                                              ,County,Not Adjusted,"70,638","74,815","4,177",5.6
2014,September,Johnson                                              ,County,Not Adjusted,"70,683","74,339","3,656",4.9
2014,December,Johnson                                              ,County,Not Adjusted,"71,262","74,286","3,024",4.1
2014,March,Jones                                                ,County,Not Adjusted,"5,478","5,826",348,6
2014,June,Jones                                                ,County,Not Adjusted,"5,519","5,863",344,5.9
2014,September,Jones                                                ,County,Not Adjusted,"5,463","5,772",309,5.4
2014,December,Jones                                                ,County,Not Adjusted,"5,408","5,660",252,4.5
2014,March,Karnes                                               ,County,Not Adjusted,"5,753","5,999",246,4.1
2014,June,Karnes                                               ,County,Not Adjusted,"5,947","6,192",245,4
2014,September,Karnes                                               ,County,Not Adjusted,"6,166","6,390",224,3.5
2014,December,Karnes                                               ,County,Not Adjusted,"6,341","6,528",187,2.9
2014,March,Kaufman                                              ,County,Not Adjusted,"50,224","53,259","3,035",5.7
2014,June,Kaufman                                              ,County,Not Adjusted,"50,656","53,668","3,012",5.6
2014,September,Kaufman                                              ,County,Not Adjusted,"51,026","53,729","2,703",5
2014,December,Kaufman                                              ,County,Not Adjusted,"51,547","53,803","2,256",4.2
2014,March,Kendall                                              ,County,Not Adjusted,"17,782","18,598",816,4.4
2014,June,Kendall                                              ,County,Not Adjusted,"17,986","18,809",823,4.4
2014,September,Kendall                                              ,County,Not Adjusted,"17,962","18,697",735,3.9
2014,December,Kendall                                              ,County,Not Adjusted,"17,930","18,544",614,3.3
2014,March,Kenedy                                               ,County,Not Adjusted,345,361,16,4.4
2014,June,Kenedy                                               ,County,Not Adjusted,330,340,10,2.9
2014,September,Kenedy                                               ,County,Not Adjusted,325,334,9,2.7
2014,December,Kenedy                                               ,County,Not Adjusted,321,328,7,2.1
2014,March,Kent                                                 ,County,Not Adjusted,486,508,22,4.3
2014,June,Kent                                                 ,County,Not Adjusted,519,538,19,3.5
2014,September,Kent                                                 ,County,Not Adjusted,483,500,17,3.4
2014,December,Kent                                                 ,County,Not Adjusted,471,482,11,2.3
2014,March,Kerr                                                 ,County,Not Adjusted,"20,283","21,286","1,003",4.7
2014,June,Kerr                                                 ,County,Not Adjusted,"20,859","21,872","1,013",4.6
2014,September,Kerr                                                 ,County,Not Adjusted,"20,407","21,349",942,4.4
2014,December,Kerr                                                 ,County,Not Adjusted,"20,378","21,145",767,3.6
2014,March,Kimble                                               ,County,Not Adjusted,"2,040","2,130",90,4.2
2014,June,Kimble                                               ,County,Not Adjusted,"2,128","2,216",88,4
2014,September,Kimble                                               ,County,Not Adjusted,"2,004","2,087",83,4
2014,December,Kimble                                               ,County,Not Adjusted,"1,941","2,003",62,3.1
2014,March,King                                                 ,County,Not Adjusted,209,220,11,5
2014,June,King                                                 ,County,Not Adjusted,229,239,10,4.2
2014,September,King                                                 ,County,Not Adjusted,225,233,8,3.4
2014,December,King                                                 ,County,Not Adjusted,203,212,9,4.2
2014,March,Kinney                                               ,County,Not Adjusted,"1,126","1,220",94,7.7
2014,June,Kinney                                               ,County,Not Adjusted,"1,176","1,259",83,6.6
2014,September,Kinney                                               ,County,Not Adjusted,"1,152","1,245",93,7.5
2014,December,Kinney                                               ,County,Not Adjusted,"1,084","1,157",73,6.3
2014,March,Kleberg                                              ,County,Not Adjusted,"14,699","15,575",876,5.6
2014,June,Kleberg                                              ,County,Not Adjusted,"14,166","15,126",960,6.3
2014,September,Kleberg                                              ,County,Not Adjusted,"14,315","15,135",820,5.4
2014,December,Kleberg                                              ,County,Not Adjusted,"14,180","14,857",677,4.6
2014,March,Knox                                                 ,County,Not Adjusted,"1,680","1,766",86,4.9
2014,June,Knox                                                 ,County,Not Adjusted,"1,705","1,784",79,4.4
2014,September,Knox                                                 ,County,Not Adjusted,"1,651","1,725",74,4.3
2014,December,Knox                                                 ,County,Not Adjusted,"1,618","1,670",52,3.1
2014,March,Lamar                                                ,County,Not Adjusted,"20,817","22,303","1,486",6.7
2014,June,Lamar                                                ,County,Not Adjusted,"20,690","22,123","1,433",6.5
2014,September,Lamar                                                ,County,Not Adjusted,"20,746","22,052","1,306",5.9
2014,December,Lamar                                                ,County,Not Adjusted,"20,804","21,902","1,098",5
2014,March,Lamb                                                 ,County,Not Adjusted,"5,798","6,143",345,5.6
2014,June,Lamb                                                 ,County,Not Adjusted,"5,918","6,264",346,5.5
2014,September,Lamb                                                 ,County,Not Adjusted,"5,523","5,842",319,5.5
2014,December,Lamb                                                 ,County,Not Adjusted,"5,339","5,606",267,4.8
2014,March,Lampasas                                             ,County,Not Adjusted,"8,433","8,984",551,6.1
2014,June,Lampasas                                             ,County,Not Adjusted,"8,457","9,004",547,6.1
2014,September,Lampasas                                             ,County,Not Adjusted,"8,431","8,911",480,5.4
2014,December,Lampasas                                             ,County,Not Adjusted,"8,444","8,834",390,4.4
2014,March,La Salle                                             ,County,Not Adjusted,"4,289","4,440",151,3.4
2014,June,La Salle                                             ,County,Not Adjusted,"4,364","4,524",160,3.5
2014,September,La Salle                                             ,County,Not Adjusted,"4,562","4,703",141,3
2014,December,La Salle                                             ,County,Not Adjusted,"4,505","4,638",133,2.9
2014,March,Lavaca                                               ,County,Not Adjusted,"8,499","8,873",374,4.2
2014,June,Lavaca                                               ,County,Not Adjusted,"8,763","9,151",388,4.2
2014,September,Lavaca                                               ,County,Not Adjusted,"8,576","8,930",354,4
2014,December,Lavaca                                               ,County,Not Adjusted,"8,491","8,777",286,3.3
2014,March,Lee                                                  ,County,Not Adjusted,"8,513","8,919",406,4.6
2014,June,Lee                                                  ,County,Not Adjusted,"8,984","9,386",402,4.3
2014,September,Lee                                                  ,County,Not Adjusted,"9,169","9,532",363,3.8
2014,December,Lee                                                  ,County,Not Adjusted,"9,214","9,512",298,3.1
2014,March,Leon                                                 ,County,Not Adjusted,"6,723","7,114",391,5.5
2014,June,Leon                                                 ,County,Not Adjusted,"6,843","7,256",413,5.7
2014,September,Leon                                                 ,County,Not Adjusted,"6,998","7,397",399,5.4
2014,December,Leon                                                 ,County,Not Adjusted,"6,839","7,165",326,4.5
2014,March,Liberty                                              ,County,Not Adjusted,"28,541","30,959","2,418",7.8
2014,June,Liberty                                              ,County,Not Adjusted,"28,668","31,072","2,404",7.7
2014,September,Liberty                                              ,County,Not Adjusted,"28,829","30,957","2,128",6.9
2014,December,Liberty                                              ,County,Not Adjusted,"29,004","30,881","1,877",6.1
2014,March,Limestone                                            ,County,Not Adjusted,"8,680","9,266",586,6.3
2014,June,Limestone                                            ,County,Not Adjusted,"8,726","9,313",587,6.3
2014,September,Limestone                                            ,County,Not Adjusted,"8,616","9,130",514,5.6
2014,December,Limestone                                            ,County,Not Adjusted,"8,549","8,967",418,4.7
2014,March,Lipscomb                                             ,County,Not Adjusted,"1,688","1,746",58,3.3
2014,June,Lipscomb                                             ,County,Not Adjusted,"1,721","1,782",61,3.4
2014,September,Lipscomb                                             ,County,Not Adjusted,"1,684","1,749",65,3.7
2014,December,Lipscomb                                             ,County,Not Adjusted,"1,694","1,747",53,3
2014,March,Live Oak                                             ,County,Not Adjusted,"5,883","6,113",230,3.8
2014,June,Live Oak                                             ,County,Not Adjusted,"6,021","6,255",234,3.7
2014,September,Live Oak                                             ,County,Not Adjusted,"6,030","6,245",215,3.4
2014,December,Live Oak                                             ,County,Not Adjusted,"5,593","5,785",192,3.3
2014,March,Llano                                                ,County,Not Adjusted,"7,661","8,112",451,5.6
2014,June,Llano                                                ,County,Not Adjusted,"7,824","8,264",440,5.3
2014,September,Llano                                                ,County,Not Adjusted,"7,623","8,048",425,5.3
2014,December,Llano                                                ,County,Not Adjusted,"7,514","7,859",345,4.4
2014,March,Loving                                               ,County,Not Adjusted,65,69,4,5.8
2014,June,Loving                                               ,County,Not Adjusted,79,83,4,4.8
2014,September,Loving                                               ,County,Not Adjusted,77,81,4,4.9
2014,December,Loving                                               ,County,Not Adjusted,82,86,4,4.7
2014,March,Lubbock                                              ,County,Not Adjusted,"141,624","147,687","6,063",4.1
2014,June,Lubbock                                              ,County,Not Adjusted,"140,838","147,620","6,782",4.6
2014,September,Lubbock                                              ,County,Not Adjusted,"141,575","147,265","5,690",3.9
2014,December,Lubbock                                              ,County,Not Adjusted,"142,101","146,697","4,596",3.1
2014,March,Lynn                                                 ,County,Not Adjusted,"2,738","2,869",131,4.6
2014,June,Lynn                                                 ,County,Not Adjusted,"2,774","2,922",148,5.1
2014,September,Lynn                                                 ,County,Not Adjusted,"2,734","2,863",129,4.5
2014,December,Lynn                                                 ,County,Not Adjusted,"2,661","2,756",95,3.4
2014,March,McCulloch                                            ,County,Not Adjusted,"3,878","4,068",190,4.7
2014,June,McCulloch                                            ,County,Not Adjusted,"3,920","4,106",186,4.5
2014,September,McCulloch                                            ,County,Not Adjusted,"4,011","4,178",167,4
2014,December,McCulloch                                            ,County,Not Adjusted,"3,970","4,099",129,3.1
2014,March,McLennan                                             ,County,Not Adjusted,"106,017","112,024","6,007",5.4
2014,June,McLennan                                             ,County,Not Adjusted,"106,890","113,381","6,491",5.7
2014,September,McLennan                                             ,County,Not Adjusted,"107,166","112,868","5,702",5.1
2014,December,McLennan                                             ,County,Not Adjusted,"107,969","112,490","4,521",4
2014,March,McMullen                                             ,County,Not Adjusted,"1,062","1,082",20,1.8
2014,June,McMullen                                             ,County,Not Adjusted,"1,058","1,077",19,1.8
2014,September,McMullen                                             ,County,Not Adjusted,"1,023","1,046",23,2.2
2014,December,McMullen                                             ,County,Not Adjusted,998,"1,020",22,2.2
2014,March,Madison                                              ,County,Not Adjusted,"4,826","5,085",259,5.1
2014,June,Madison                                              ,County,Not Adjusted,"4,848","5,122",274,5.3
2014,September,Madison                                              ,County,Not Adjusted,"4,837","5,072",235,4.6
2014,December,Madison                                              ,County,Not Adjusted,"4,691","4,900",209,4.3
2014,March,Marion                                               ,County,Not Adjusted,"4,177","4,488",311,6.9
2014,June,Marion                                               ,County,Not Adjusted,"4,166","4,475",309,6.9
2014,September,Marion                                               ,County,Not Adjusted,"4,176","4,446",270,6.1
2014,December,Marion                                               ,County,Not Adjusted,"4,178","4,433",255,5.8
2014,March,Martin                                               ,County,Not Adjusted,"2,540","2,636",96,3.6
2014,June,Martin                                               ,County,Not Adjusted,"2,611","2,712",101,3.7
2014,September,Martin                                               ,County,Not Adjusted,"2,633","2,724",91,3.3
2014,December,Martin                                               ,County,Not Adjusted,"2,606","2,677",71,2.7
2014,March,Mason                                                ,County,Not Adjusted,"1,823","1,919",96,5
2014,June,Mason                                                ,County,Not Adjusted,"1,862","1,955",93,4.8
2014,September,Mason                                                ,County,Not Adjusted,"1,784","1,866",82,4.4
2014,December,Mason                                                ,County,Not Adjusted,"1,751","1,821",70,3.8
2014,March,Matagorda                                            ,County,Not Adjusted,"15,877","17,238","1,361",7.9
2014,June,Matagorda                                            ,County,Not Adjusted,"15,313","16,751","1,438",8.6
2014,September,Matagorda                                            ,County,Not Adjusted,"15,281","16,542","1,261",7.6
2014,December,Matagorda                                            ,County,Not Adjusted,"15,252","16,403","1,151",7
2014,March,Maverick                                             ,County,Not Adjusted,"21,078","24,188","3,110",12.9
2014,June,Maverick                                             ,County,Not Adjusted,"20,740","23,311","2,571",11
2014,September,Maverick                                             ,County,Not Adjusted,"20,627","22,787","2,160",9.5
2014,December,Maverick                                             ,County,Not Adjusted,"21,049","23,245","2,196",9.4
2014,March,Medina                                               ,County,Not Adjusted,"19,252","20,344","1,092",5.4
2014,June,Medina                                               ,County,Not Adjusted,"19,482","20,556","1,074",5.2
2014,September,Medina                                               ,County,Not Adjusted,"19,417","20,379",962,4.7
2014,December,Medina                                               ,County,Not Adjusted,"19,410","20,212",802,4
2014,March,Menard                                               ,County,Not Adjusted,849,895,46,5.1
2014,June,Menard                                               ,County,Not Adjusted,861,905,44,4.9
2014,September,Menard                                               ,County,Not Adjusted,831,872,41,4.7
2014,December,Menard                                               ,County,Not Adjusted,811,849,38,4.5
2014,March,Midland                                              ,County,Not Adjusted,"85,933","88,692","2,759",3.1
2014,June,Midland                                              ,County,Not Adjusted,"87,720","90,601","2,881",3.2
2014,September,Midland                                              ,County,Not Adjusted,"89,686","92,324","2,638",2.9
2014,December,Midland                                              ,County,Not Adjusted,"90,440","92,591","2,151",2.3
2014,March,Milam                                                ,County,Not Adjusted,"9,602","10,253",651,6.3
2014,June,Milam                                                ,County,Not Adjusted,"9,665","10,337",672,6.5
2014,September,Milam                                                ,County,Not Adjusted,"9,620","10,279",659,6.4
2014,December,Milam                                                ,County,Not Adjusted,"9,465","10,016",551,5.5
2014,March,Mills                                                ,County,Not Adjusted,"1,950","2,048",98,4.8
2014,June,Mills                                                ,County,Not Adjusted,"1,999","2,096",97,4.6
2014,September,Mills                                                ,County,Not Adjusted,"1,950","2,034",84,4.1
2014,December,Mills                                                ,County,Not Adjusted,"1,923","1,991",68,3.4
2014,March,Mitchell                                             ,County,Not Adjusted,"2,762","2,889",127,4.4
2014,June,Mitchell                                             ,County,Not Adjusted,"2,789","2,930",141,4.8
2014,September,Mitchell                                             ,County,Not Adjusted,"2,789","2,914",125,4.3
2014,December,Mitchell                                             ,County,Not Adjusted,"2,786","2,887",101,3.5
2014,March,Montague                                             ,County,Not Adjusted,"9,753","10,196",443,4.3
2014,June,Montague                                             ,County,Not Adjusted,"9,940","10,362",422,4.1
2014,September,Montague                                             ,County,Not Adjusted,"9,699","10,085",386,3.8
2014,December,Montague                                             ,County,Not Adjusted,"9,621","9,950",329,3.3
2014,March,Montgomery                                           ,County,Not Adjusted,"240,664","252,650","11,986",4.7
2014,June,Montgomery                                           ,County,Not Adjusted,"241,452","253,569","12,117",4.8
2014,September,Montgomery                                           ,County,Not Adjusted,"243,245","254,346","11,101",4.4
2014,December,Montgomery                                           ,County,Not Adjusted,"245,159","254,419","9,260",3.6
2014,March,Moore                                                ,County,Not Adjusted,"10,926","11,328",402,3.5
2014,June,Moore                                                ,County,Not Adjusted,"10,891","11,333",442,3.9
2014,September,Moore                                                ,County,Not Adjusted,"10,917","11,312",395,3.5
2014,December,Moore                                                ,County,Not Adjusted,"10,605","10,918",313,2.9
2014,March,Morris                                               ,County,Not Adjusted,"5,288","5,750",462,8
2014,June,Morris                                               ,County,Not Adjusted,"5,196","5,668",472,8.3
2014,September,Morris                                               ,County,Not Adjusted,"5,133","5,560",427,7.7
2014,December,Morris                                               ,County,Not Adjusted,"5,113","5,496",383,7
2014,March,Motley                                               ,County,Not Adjusted,465,488,23,4.7
2014,June,Motley                                               ,County,Not Adjusted,499,523,24,4.6
2014,September,Motley                                               ,County,Not Adjusted,479,498,19,3.8
2014,December,Motley                                               ,County,Not Adjusted,459,477,18,3.8
2014,March,Nacogdoches                                          ,County,Not Adjusted,"27,101","28,715","1,614",5.6
2014,June,Nacogdoches                                          ,County,Not Adjusted,"26,905","28,670","1,765",6.2
2014,September,Nacogdoches                                          ,County,Not Adjusted,"27,115","28,593","1,478",5.2
2014,December,Nacogdoches                                          ,County,Not Adjusted,"27,045","28,228","1,183",4.2
2014,March,Navarro                                              ,County,Not Adjusted,"21,569","22,952","1,383",6
2014,June,Navarro                                              ,County,Not Adjusted,"21,727","23,065","1,338",5.8
2014,September,Navarro                                              ,County,Not Adjusted,"22,021","23,175","1,154",5
2014,December,Navarro                                              ,County,Not Adjusted,"21,939","22,861",922,4
2014,March,Newton                                               ,County,Not Adjusted,"5,044","5,553",509,9.2
2014,June,Newton                                               ,County,Not Adjusted,"5,099","5,582",483,8.7
2014,September,Newton                                               ,County,Not Adjusted,"5,109","5,552",443,8
2014,December,Newton                                               ,County,Not Adjusted,"5,129","5,536",407,7.4
2014,March,Nolan                                                ,County,Not Adjusted,"6,779","7,113",334,4.7
2014,June,Nolan                                                ,County,Not Adjusted,"6,744","7,076",332,4.7
2014,September,Nolan                                                ,County,Not Adjusted,"6,768","7,059",291,4.1
2014,December,Nolan                                                ,County,Not Adjusted,"6,672","6,923",251,3.6
2014,March,Nueces                                               ,County,Not Adjusted,"159,932","168,990","9,058",5.4
2014,June,Nueces                                               ,County,Not Adjusted,"159,161","168,405","9,244",5.5
2014,September,Nueces                                               ,County,Not Adjusted,"159,911","168,337","8,426",5
2014,December,Nueces                                               ,County,Not Adjusted,"159,602","167,115","7,513",4.5
2014,March,Ochiltree                                            ,County,Not Adjusted,"5,336","5,509",173,3.1
2014,June,Ochiltree                                            ,County,Not Adjusted,"5,522","5,704",182,3.2
2014,September,Ochiltree                                            ,County,Not Adjusted,"5,468","5,635",167,3
2014,December,Ochiltree                                            ,County,Not Adjusted,"5,252","5,385",133,2.5
2014,March,Oldham                                               ,County,Not Adjusted,907,945,38,4
2014,June,Oldham                                               ,County,Not Adjusted,920,956,36,3.8
2014,September,Oldham                                               ,County,Not Adjusted,901,933,32,3.4
2014,December,Oldham                                               ,County,Not Adjusted,887,913,26,2.8
2014,March,Orange                                               ,County,Not Adjusted,"34,464","37,796","3,332",8.8
2014,June,Orange                                               ,County,Not Adjusted,"34,765","37,835","3,070",8.1
2014,September,Orange                                               ,County,Not Adjusted,"34,942","37,870","2,928",7.7
2014,December,Orange                                               ,County,Not Adjusted,"35,218","37,768","2,550",6.8
2014,March,Palo Pinto                                           ,County,Not Adjusted,"12,612","13,384",772,5.8
2014,June,Palo Pinto                                           ,County,Not Adjusted,"12,777","13,506",729,5.4
2014,September,Palo Pinto                                           ,County,Not Adjusted,"12,764","13,417",653,4.9
2014,December,Palo Pinto                                           ,County,Not Adjusted,"12,460","13,030",570,4.4
2014,March,Panola                                               ,County,Not Adjusted,"12,241","12,905",664,5.1
2014,June,Panola                                               ,County,Not Adjusted,"12,081","12,760",679,5.3
2014,September,Panola                                               ,County,Not Adjusted,"12,019","12,625",606,4.8
2014,December,Panola                                               ,County,Not Adjusted,"11,279","11,785",506,4.3
2014,March,Parker                                               ,County,Not Adjusted,"55,993","58,920","2,927",5
2014,June,Parker                                               ,County,Not Adjusted,"56,454","59,410","2,956",5
2014,September,Parker                                               ,County,Not Adjusted,"56,482","59,137","2,655",4.5
2014,December,Parker                                               ,County,Not Adjusted,"56,846","59,053","2,207",3.7
2014,March,Parmer                                               ,County,Not Adjusted,"4,977","5,147",170,3.3
2014,June,Parmer                                               ,County,Not Adjusted,"5,073","5,253",180,3.4
